Indicador;Sexo, grupo de edad y nivel de estudios;periodo;Total
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2024-4T hasta 2025-3T;64,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2024-3T hasta 2025-2T;62,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2024-2T hasta 2025-1T;62,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2024-1T hasta 2024-4T;64,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2023-4T hasta 2024-3T;66,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2023-3T hasta 2024-2T;68,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2023-2T hasta 2024-1T;68,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2023-1T hasta 2023-4T;66,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2022-4T hasta 2023-3T;65,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2022-3T hasta 2023-2T;64,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2022-2T hasta 2023-1T;61,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2022-1T hasta 2022-4T;61,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2021-4T hasta 2022-3T;59,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2021-3T hasta 2022-2T;63,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2021-2T hasta 2022-1T;65,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2021-1T hasta 2021-4T;67,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2020-4T hasta 2021-3T;69,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2020-3T hasta 2021-2T;66,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2020-2T hasta 2021-1T;63,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2020-1T hasta 2020-4T;65,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2019-4T hasta 2020-3T;64,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2019-3T hasta 2020-2T;65,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2019-2T hasta 2020-1T;68,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2019-1T hasta 2019-4T;67,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2018-4T hasta 2019-3T;66,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2018-3T hasta 2019-2T;65,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2018-2T hasta 2019-1T;66,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2018-1T hasta 2018-4T;68,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2017-4T hasta 2018-3T;71,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2017-3T hasta 2018-2T;74,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2017-2T hasta 2018-1T;71,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2017-1T hasta 2017-4T;69,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2016-4T hasta 2017-3T;64,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2016-3T hasta 2017-2T;61,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2016-2T hasta 2017-1T;58,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2016-1T hasta 2016-4T;56,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2015-4T hasta 2016-3T;56,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2015-3T hasta 2016-2T;56,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2015-2T hasta 2016-1T;57,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2015-1T hasta 2015-4T;58,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2014-4T hasta 2015-3T;58,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2014-3T hasta 2015-2T;60,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2014-2T hasta 2015-1T;61,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2014-1T hasta 2014-4T;62,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2013-4T hasta 2014-3T;61,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2013-3T hasta 2014-2T;59,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2013-2T hasta 2014-1T;58,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2013-1T hasta 2013-4T;55,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2012-4T hasta 2013-3T;52,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2012-3T hasta 2013-2T;49,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2012-2T hasta 2013-1T;47,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2012-1T hasta 2012-4T;44,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2011-4T hasta 2012-3T;44,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2011-3T hasta 2012-2T;44,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2011-2T hasta 2012-1T;45,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 25 a 34 años;De 2011-1T hasta 2011-4T;48,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2025-1T hasta 2025-4T;44,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2024-4T hasta 2025-3T;42,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2024-3T hasta 2025-2T;42,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2024-2T hasta 2025-1T;44,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2024-1T hasta 2024-4T;45,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2023-4T hasta 2024-3T;45,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2023-3T hasta 2024-2T;45,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2023-2T hasta 2024-1T;46,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2023-1T hasta 2023-4T;47,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2022-4T hasta 2023-3T;49,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2022-3T hasta 2023-2T;50,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2022-2T hasta 2023-1T;51,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2022-1T hasta 2022-4T;51,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2021-4T hasta 2022-3T;50,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2021-3T hasta 2022-2T;51,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2021-2T hasta 2022-1T;50,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2021-1T hasta 2021-4T;49,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2020-4T hasta 2021-3T;48,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2020-3T hasta 2021-2T;45,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2020-2T hasta 2021-1T;43,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2020-1T hasta 2020-4T;45,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2019-4T hasta 2020-3T;49,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2019-3T hasta 2020-2T;50,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2019-2T hasta 2020-1T;53,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2019-1T hasta 2019-4T;53,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2018-4T hasta 2019-3T;54,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2018-3T hasta 2019-2T;54,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2018-2T hasta 2019-1T;53,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2018-1T hasta 2018-4T;51,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2017-4T hasta 2018-3T;50,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2017-3T hasta 2018-2T;50,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2017-2T hasta 2018-1T;50,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2017-1T hasta 2017-4T;51,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2016-4T hasta 2017-3T;49,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2016-3T hasta 2017-2T;48,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2016-2T hasta 2017-1T;48,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2016-1T hasta 2016-4T;48,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2015-4T hasta 2016-3T;48,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2015-3T hasta 2016-2T;47,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2015-2T hasta 2016-1T;46,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2015-1T hasta 2015-4T;46,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2014-4T hasta 2015-3T;47,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2014-3T hasta 2015-2T;48,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2014-2T hasta 2015-1T;49,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2014-1T hasta 2014-4T;49,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2013-4T hasta 2014-3T;47,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2013-3T hasta 2014-2T;45,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2013-2T hasta 2014-1T;42,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2013-1T hasta 2013-4T;40,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2012-4T hasta 2013-3T;39,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2012-3T hasta 2013-2T;39,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2012-2T hasta 2013-1T;40,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2012-1T hasta 2012-4T;41,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2011-4T hasta 2012-3T;41,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2011-3T hasta 2012-2T;42,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2011-2T hasta 2012-1T;40,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 35 a 44 años;De 2011-1T hasta 2011-4T;37,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2025-1T hasta 2025-4T;53,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2024-4T hasta 2025-3T;53,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2024-3T hasta 2025-2T;48,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2024-2T hasta 2025-1T;47,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2024-1T hasta 2024-4T;44,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2023-4T hasta 2024-3T;40,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2023-3T hasta 2024-2T;40,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2023-2T hasta 2024-1T;38,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2023-1T hasta 2023-4T;38,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2022-4T hasta 2023-3T;38,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2022-3T hasta 2023-2T;39,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2022-2T hasta 2023-1T;42,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2022-1T hasta 2022-4T;46,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2021-4T hasta 2022-3T;50,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2021-3T hasta 2022-2T;52,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2021-2T hasta 2022-1T;52,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2021-1T hasta 2021-4T;49,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2020-4T hasta 2021-3T;46,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2020-3T hasta 2021-2T;42,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2020-2T hasta 2021-1T;40,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2020-1T hasta 2020-4T;38,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2019-4T hasta 2020-3T;35,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2019-3T hasta 2020-2T;34,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2019-2T hasta 2020-1T;35,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2019-1T hasta 2019-4T;37,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2018-4T hasta 2019-3T;38,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2018-3T hasta 2019-2T;39,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2018-2T hasta 2019-1T;37,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2018-1T hasta 2018-4T;35,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2017-4T hasta 2018-3T;33,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2017-3T hasta 2018-2T;32,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2017-2T hasta 2018-1T;31,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2017-1T hasta 2017-4T;31,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2016-4T hasta 2017-3T;31,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2016-3T hasta 2017-2T;31,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2016-2T hasta 2017-1T;32,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2016-1T hasta 2016-4T;34,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2015-4T hasta 2016-3T;34,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2015-3T hasta 2016-2T;33,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2015-2T hasta 2016-1T;33,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2015-1T hasta 2015-4T;31,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2014-4T hasta 2015-3T;31,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2014-3T hasta 2015-2T;30,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2014-2T hasta 2015-1T;28,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2014-1T hasta 2014-4T;29,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2013-4T hasta 2014-3T;28,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2013-3T hasta 2014-2T;28,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2013-2T hasta 2014-1T;27,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2013-1T hasta 2013-4T;27,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2012-4T hasta 2013-3T;28,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2012-3T hasta 2013-2T;29,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2012-2T hasta 2013-1T;31,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2012-1T hasta 2012-4T;31,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2011-4T hasta 2012-3T;30,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2011-3T hasta 2012-2T;29,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2011-2T hasta 2012-1T;28,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 45 a 54 años;De 2011-1T hasta 2011-4T;27,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2025-1T hasta 2025-4T;26,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2024-4T hasta 2025-3T;25,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2024-3T hasta 2025-2T;27,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2024-2T hasta 2025-1T;27,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2024-1T hasta 2024-4T;28,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2023-4T hasta 2024-3T;28,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2023-3T hasta 2024-2T;28,0
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2023-2T hasta 2024-1T;27,8
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2023-1T hasta 2023-4T;27,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2022-4T hasta 2023-3T;27,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2022-3T hasta 2023-2T;25,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2022-2T hasta 2023-1T;24,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2022-1T hasta 2022-4T;23,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2021-4T hasta 2022-3T;22,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2021-3T hasta 2022-2T;21,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2021-2T hasta 2022-1T;20,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2021-1T hasta 2021-4T;19,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2020-4T hasta 2021-3T;19,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2020-3T hasta 2021-2T;19,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2020-2T hasta 2021-1T;20,1
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2020-1T hasta 2020-4T;20,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2019-4T hasta 2020-3T;19,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2019-3T hasta 2020-2T;18,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2019-2T hasta 2020-1T;17,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2019-1T hasta 2019-4T;17,6
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2018-4T hasta 2019-3T;17,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2018-3T hasta 2019-2T;17,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2018-2T hasta 2019-1T;17,5
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2018-1T hasta 2018-4T;16,3
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2017-4T hasta 2018-3T;14,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2017-3T hasta 2018-2T;14,2
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2017-2T hasta 2018-1T;13,9
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2017-1T hasta 2017-4T;14,4
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2016-4T hasta 2017-3T;16,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2016-3T hasta 2017-2T;17,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2016-2T hasta 2017-1T;18,7
EMPLEO VINCULADO AL DEPORTE: Valores absolutos (En miles);De 55 años en adelante;De 2016-1T hasta 2016-4T;18,7
